Campaign_ID,Campaign_Type,Campaign_Objective,Product_ID,Marketing_Channel,Industry,Target_Audience,Funnel_Stage,Creative_Type,Device_Target,Region_Target,Bid_Strategy,Budget,Budget_Category,Campaign_Duration,Campaign_Status,AI_Campaign_Score,Success_Probability,Risk_Level,Priority,Expected_ROI,Estimated_Revenue,Expected_Conversions,Target_CPA,Target_ROAS,Audience_Size,Optimization_Score,Impressions,Clicks,Conversions,CTR,Spend,Revenue,CPC,CPM,Engagement_Rate,Bounce_Rate,Avg_Session_Duration,Campaign_Success
511,2,1,229,3,4,4,1,4,1,0,1,926792,1,27,2,76,77,2,2,103.62,1887133,986,939.95,2.04,713894,85,3827283,252983,13231,6.61,926792,1887133,3.66,242.15,3.32,68.65,98,1
512,1,0,71,0,1,3,2,0,1,2,0,1224269,0,118,3,86,90,1,2,100.57,2455516,4610,265.57,2.01,2844925,60,4772069,433303,71624,9.08,1224269,2455516,2.83,256.55,2.36,33.71,342,1
513,2,2,214,1,0,5,1,1,0,3,4,931192,1,63,2,76,74,2,2,85.32,1725685,1183,787.14,1.85,1571406,100,320407,4037,660,1.26,931192,1725685,230.66,2906.28,9.93,31.88,162,1
514,2,1,261,3,1,4,1,3,1,4,3,1339089,0,20,1,97,90,1,0,132.4,3112042,141,9497.09,2.32,496976,73,3079809,188484,16228,6.12,1339089,3112042,7.1,434.8,4.12,21.37,378,1
515,3,3,89,2,2,4,2,2,3,4,1,845946,1,104,0,87,94,1,2,105.03,1734443,3396,249.1,2.05,1757069,76,2700898,323567,42387,11.98,845946,1734443,2.61,313.21,2.9,60.03,445,1
516,2,3,242,2,6,4,1,0,0,2,4,1423967,0,104,3,94,94,1,0,89.63,2700268,275,5178.06,1.9,3276085,69,4879948,578761,98736,11.86,1423967,2700268,2.46,291.8,3.55,42.12,322,1
517,5,4,292,7,0,5,2,2,2,2,4,472472,2,77,1,87,93,1,2,114.33,1012649,1319,358.2,2.14,4451412,83,2076038,156948,22537,7.56,472472,1012649,3.01,227.58,2.21,32.19,469,1
518,2,2,176,7,4,3,1,3,1,1,4,484188,2,34,1,87,86,1,2,127.76,1102786,4018,120.5,2.28,1995836,78,2951887,124569,3537,4.22,484188,1102786,3.89,164.03,8.0,50.08,289,1
519,2,2,189,2,5,0,1,1,3,3,2,99955,3,98,2,59,62,0,1,77.76,177680,3062,32.64,1.78,3452020,89,4116549,421946,68777,10.25,99955,177680,0.24,24.28,14.17,60.52,433,1
520,0,0,142,4,1,4,2,4,1,2,2,456861,2,80,2,83,87,2,2,120.05,1005322,4012,113.87,2.2,4793833,60,3714214,137054,23641,3.69,456861,1005322,3.33,123.0,3.9,67.2,307,1
521,0,4,277,7,2,1,2,0,3,0,3,369870,2,19,0,72,64,2,2,77.09,655002,4666,79.27,1.77,2923706,100,2096441,27044,4024,1.29,369870,655002,13.68,176.43,3.42,52.21,239,1
522,4,4,231,6,1,0,0,0,0,0,3,94992,3,27,3,70,73,2,2,84.73,175478,3703,25.65,1.85,1411470,71,99569,3066,199,3.08,94992,175478,30.98,954.03,5.97,65.64,95,0
523,5,5,247,4,1,0,2,0,3,3,2,964335,1,74,0,79,86,2,2,91.43,1846026,114,8459.08,1.91,1806861,93,220586,6816,1040,3.09,964335,1846026,141.48,4371.7,15.45,22.73,323,1
524,0,2,4,0,2,2,2,3,3,3,1,995090,1,19,2,83,75,2,2,107.83,2068095,1723,577.53,2.08,4098197,82,2167154,191576,10402,8.84,995090,2068095,5.19,459.17,16.04,35.4,417,1
525,5,4,73,3,5,2,2,1,2,3,2,910770,1,101,3,75,77,2,2,61.65,1472259,2601,350.16,1.62,3415226,95,1518501,15033,2100,0.99,910770,1472259,60.58,599.78,9.66,57.31,466,1
526,2,1,52,6,4,4,1,3,1,4,0,1127968,0,61,3,85,83,1,2,114.28,2417009,2332,483.69,2.14,1489878,64,326546,12833,970,3.93,1127968,2417009,87.9,3454.24,14.02,68.99,232,1
527,0,2,101,5,1,4,2,2,1,2,1,1294298,0,98,0,95,99,1,0,134.39,3033705,1512,856.02,2.34,3991285,73,4289518,234636,40263,5.47,1294298,3033705,5.52,301.74,12.53,31.28,276,1
528,2,0,261,0,3,1,1,1,3,4,2,248203,2,108,3,86,81,1,2,74.44,432965,1279,194.06,1.74,1867952,84,1293821,26264,4588,2.03,248203,432965,9.45,191.84,8.61,34.33,121,1
529,0,0,271,6,0,2,2,4,1,3,4,159086,2,36,3,71,75,2,2,83.27,291556,4809,33.08,1.83,1841542,81,1698324,136035,11467,8.01,159086,291556,1.17,93.67,2.28,67.88,131,0
530,0,3,220,7,3,1,2,1,3,0,0,1007161,0,105,1,92,98,1,0,86.72,1880571,3871,260.18,1.87,945682,95,2208755,250031,20902,11.32,1007161,1880571,4.03,455.99,16.81,46.55,152,0
531,3,5,14,2,6,2,2,2,0,2,0,419366,2,39,1,87,95,1,2,96.77,825186,5000,83.87,1.97,2649184,73,4736630,103258,8797,2.18,419366,825186,4.06,88.54,11.54,62.08,264,1
532,1,4,296,3,5,5,2,3,2,0,1,1037475,0,35,1,97,91,1,0,114.22,2222478,833,1245.47,2.14,1130531,90,3036425,239877,37444,7.9,1037475,2222478,4.33,341.68,12.02,53.43,93,1
533,2,0,4,6,1,0,1,1,0,1,1,1059545,0,69,0,89,93,1,2,77.91,1885036,4054,261.36,1.78,3743986,92,717538,68094,4501,9.49,1059545,1885036,15.56,1476.64,6.44,51.92,225,0
534,5,0,272,5,7,4,2,0,0,2,2,916591,1,56,2,93,99,1,0,125.82,2069845,4239,216.23,2.26,4146029,72,2701235,32955,5038,1.22,916591,2069845,27.81,339.32,4.76,63.11,116,1
535,5,1,9,0,2,4,2,2,2,1,4,167532,2,81,0,73,80,2,2,74.19,291823,2754,60.83,1.74,920130,63,2627973,174760,24798,6.65,167532,291823,0.96,63.75,11.92,41.45,251,1
536,1,3,76,1,4,0,2,1,1,0,4,1028719,0,40,2,87,79,1,2,75.6,1806430,1875,548.65,1.76,4998422,70,1337631,105940,12289,7.92,1028719,1806430,9.71,769.06,3.91,58.73,46,1
537,2,0,35,6,5,4,1,2,1,0,1,705443,1,105,2,92,95,1,0,77.45,1251808,3824,184.48,1.77,741137,91,758645,48249,4593,6.36,705443,1251808,14.62,929.87,6.38,27.52,32,0
538,2,3,38,5,7,0,1,2,1,2,0,113676,2,16,3,82,78,2,2,102.62,230330,1626,69.91,2.03,251014,65,101344,6435,496,6.35,113676,230330,17.67,1121.68,15.41,20.64,439,1
539,3,5,88,7,4,4,2,1,2,3,1,1168816,0,41,0,88,96,1,2,70.95,1998090,3652,320.05,1.71,2335217,92,4229104,326486,7574,7.72,1168816,1998090,3.58,276.37,16.32,66.67,188,0
540,1,3,52,3,7,2,2,4,2,2,2,862034,1,88,0,95,92,1,0,116.18,1863545,1797,479.71,2.16,4512141,69,4663073,481229,77477,10.32,862034,1863545,1.79,184.86,9.06,56.95,130,1
541,5,4,273,4,0,1,2,2,2,2,0,411827,2,103,0,68,72,0,1,92.98,794743,3226,127.66,1.93,974151,95,1801412,169693,24690,9.42,411827,794743,2.43,228.61,3.25,38.95,77,1
542,0,4,45,0,1,1,2,4,2,2,2,1297252,0,36,0,97,96,1,0,94.05,2517317,3154,411.3,1.94,4217218,72,2239348,131897,7267,5.89,1297252,2517317,9.84,579.3,3.61,67.62,216,0
543,4,1,190,7,3,3,0,1,2,2,3,1004782,0,71,3,90,85,1,0,73.54,1743698,4171,240.9,1.74,1223009,91,1699203,202884,6187,11.94,1004782,1743698,4.95,591.33,7.6,26.02,271,0
544,2,0,193,4,6,1,1,2,2,3,1,871787,1,81,3,77,70,2,2,75.54,1530334,1693,514.94,1.76,2845997,75,413869,17837,3057,4.31,871787,1530334,48.88,2106.43,11.41,61.1,134,1
545,3,2,210,7,2,2,2,4,0,1,1,1041502,0,16,2,85,86,1,2,88.59,1964168,1384,752.53,1.89,444209,94,3387815,327601,46945,9.67,1041502,1964168,3.18,307.43,5.11,55.59,385,1
546,3,1,177,6,2,1,2,2,1,2,0,749546,1,86,1,81,81,2,2,111.17,1582816,3256,230.2,2.11,2596609,98,4694453,300444,12468,6.4,749546,1582816,2.49,159.67,7.54,53.45,353,1
547,5,0,295,3,5,1,2,1,2,1,1,169747,2,112,1,67,68,0,1,55.35,263701,415,409.03,1.55,3841619,75,385088,43630,2421,11.33,169747,263701,3.89,440.8,10.37,54.75,105,0
548,3,1,198,4,5,5,2,2,1,3,1,1425348,0,19,2,97,99,1,0,130.87,3290700,2097,679.71,2.31,566035,66,1339795,128754,14433,9.61,1425348,3290700,11.07,1063.86,15.82,43.21,343,1
549,2,5,120,6,7,4,1,2,0,0,1,1443006,0,29,1,89,86,1,2,106.91,2985723,2492,579.06,2.07,3981754,74,2004653,62344,8379,3.11,1443006,2985723,23.15,719.83,6.83,53.86,277,1
550,0,2,11,6,1,4,2,2,2,3,4,234323,2,61,1,85,93,1,2,68.81,395560,3423,68.46,1.69,2072772,91,838826,58298,6984,6.95,234323,395560,4.02,279.35,16.96,40.66,403,1
551,5,3,140,7,4,2,2,2,0,0,4,815437,1,101,1,89,82,1,2,105.7,1677353,3238,251.83,2.06,1476841,82,3127574,179835,19619,5.75,815437,1677353,4.53,260.73,8.34,66.75,160,1
552,3,4,99,7,2,2,2,4,2,2,2,1225056,0,59,2,93,90,1,0,103.21,2489436,2281,537.07,2.03,1601434,98,3242717,284386,20589,8.77,1225056,2489436,4.31,377.79,12.82,48.86,454,1
553,2,1,92,5,7,4,1,3,3,3,2,938749,1,82,1,91,89,1,0,104.34,1918239,1848,507.98,2.04,2619538,85,1560437,52898,5242,3.39,938749,1918239,17.75,601.59,6.43,66.18,181,1
554,2,2,250,2,7,3,1,2,0,3,0,918037,1,106,0,79,85,2,2,69.01,1551574,119,7714.6,1.69,3785713,96,1550932,83129,10557,5.36,918037,1551574,11.04,591.93,5.3,24.28,32,1
555,5,3,100,1,6,4,2,3,0,2,1,320657,2,51,0,86,79,1,2,106.91,663471,3063,104.69,2.07,4682910,66,4847067,549172,21472,11.33,320657,663471,0.58,66.15,10.83,36.15,60,1
556,4,2,174,3,1,0,0,0,1,4,3,1026375,0,24,0,89,92,1,2,84.22,1890788,2542,403.77,1.84,4296505,96,3262390,177474,7365,5.44,1026375,1890788,5.78,314.61,13.18,34.01,62,0
557,1,0,195,5,4,0,2,0,3,1,1,478705,2,107,3,73,69,2,2,105.78,985079,4783,100.08,2.06,2240779,82,3167395,361716,59393,11.42,478705,985079,1.32,151.14,8.43,65.13,478,1
558,5,2,140,1,6,0,2,4,0,4,3,835226,1,52,3,76,75,2,2,111.22,1764164,4390,190.26,2.11,170041,100,589007,47473,6840,8.06,835226,1764164,17.59,1418.02,9.7,44.11,132,1
559,2,5,246,4,5,5,1,3,0,4,3,861336,1,52,1,90,90,1,0,120.74,1901313,3744,230.06,2.21,1172935,72,2840465,326653,21232,11.5,861336,1901313,2.64,303.24,9.47,46.77,250,1
560,4,3,261,7,3,4,0,0,0,1,3,191545,2,102,0,85,82,1,2,121.39,424061,3557,53.85,2.21,1214475,97,491792,14360,861,2.92,191545,424061,13.34,389.48,10.71,24.15,130,1
561,3,1,35,5,2,5,2,1,3,1,4,1063305,0,48,3,97,94,1,0,79.59,1909589,1747,608.65,1.8,4391749,95,3690889,108512,19434,2.94,1063305,1909589,9.8,288.09,2.61,68.7,457,1
562,3,5,26,0,4,5,2,2,0,0,3,1454111,0,20,2,95,92,1,0,129.35,3335003,801,1815.37,2.29,1106807,88,494999,58657,2674,11.85,1454111,3335003,24.79,2937.6,5.87,62.65,218,1
563,4,1,224,2,3,3,0,1,0,3,4,583733,1,20,1,80,74,2,2,105.79,1201264,1776,328.68,2.06,2430726,95,4561352,442907,45885,9.71,583733,1201264,1.32,127.97,13.71,42.06,91,1
564,0,4,28,4,4,1,2,2,1,3,2,558133,1,97,1,87,95,1,2,97.07,1099912,1256,444.37,1.97,2486569,65,2023162,143037,16134,7.07,558133,1099912,3.9,275.87,14.11,21.14,343,1
565,1,0,99,3,6,2,2,4,3,1,4,561558,1,69,1,81,86,2,2,119.33,1231665,678,828.26,2.19,1410533,90,1848235,46575,7158,2.52,561558,1231665,12.06,303.83,16.92,27.88,438,1
566,0,4,13,3,6,1,2,1,2,0,1,671923,1,56,0,90,87,1,0,119.41,1474266,2399,280.08,2.19,4418849,75,1863761,64486,4320,3.46,671923,1474266,10.42,360.52,4.44,56.21,174,1
567,4,2,65,1,3,1,0,3,3,2,2,1398308,0,53,2,86,78,1,2,69.1,2364538,4669,299.49,1.69,1164135,89,224520,17220,661,7.67,1398308,2364538,81.2,6227.99,9.42,21.24,88,0
568,1,1,124,3,5,0,2,0,1,4,2,222007,2,83,3,73,65,2,2,59.14,353301,730,304.12,1.59,4078063,73,1238632,95250,16478,7.69,222007,353301,2.33,179.24,4.31,57.98,464,1
569,2,2,191,3,6,4,1,2,1,2,2,808819,1,95,1,80,74,2,2,71.87,1390117,2290,353.2,1.72,376886,78,1704077,109742,1953,6.44,808819,1390117,7.37,474.64,2.03,27.0,155,0
570,0,2,251,4,7,2,2,0,3,1,4,825068,1,80,3,77,81,2,2,94.46,1604427,2916,282.95,1.94,936488,62,3022144,157755,21123,5.22,825068,1604427,5.23,273.01,15.77,51.2,409,1
571,0,2,139,7,3,1,2,4,2,1,4,89799,3,103,0,47,47,0,1,65.2,148347,3411,26.33,1.65,2827114,60,4253031,426153,26464,10.02,89799,148347,0.21,21.11,13.96,42.79,491,0
572,2,2,111,3,6,0,1,3,3,3,4,304699,2,109,3,65,58,0,1,70.24,518719,4975,61.25,1.7,3436178,93,3130464,343724,38772,10.98,304699,518719,0.89,97.33,13.97,60.95,199,1
573,2,0,118,3,4,3,1,1,3,0,4,185236,2,81,1,64,70,0,1,80.5,334350,2785,66.51,1.8,779574,94,2003657,223808,26946,11.17,185236,334350,0.83,92.45,6.02,26.14,233,1
574,3,0,209,5,1,3,2,3,2,4,3,1307327,0,21,3,90,93,1,0,77.37,2318805,4141,315.7,1.77,2126680,71,913433,42565,1796,4.66,1307327,2318805,30.71,1431.22,7.69,33.24,271,0
575,2,3,27,7,5,1,1,4,2,2,0,1393116,0,28,0,94,99,1,0,89.69,2642601,3443,404.62,1.9,2297016,62,813736,50533,1960,6.21,1393116,2642601,27.57,1712.0,16.28,25.23,162,0
576,3,5,294,5,3,1,2,0,1,1,0,642974,1,60,2,82,79,2,2,85.24,1191045,1940,331.43,1.85,1061846,89,1083518,122112,19330,11.27,642974,1191045,5.27,593.41,2.52,68.7,216,1
577,1,1,254,6,5,5,2,2,0,3,1,1445942,0,117,3,88,93,1,2,99.68,2887256,3296,438.7,2.0,2525837,91,4283013,190165,32784,4.44,1445942,2887256,7.6,337.6,12.71,52.26,190,1
578,4,3,222,5,4,3,0,2,3,4,1,273615,2,30,3,63,61,0,1,78.85,489360,4246,64.44,1.79,1902908,93,1291774,107346,18656,8.31,273615,489360,2.55,211.81,11.26,21.07,185,1
579,5,2,116,5,4,0,2,3,3,2,4,378291,2,38,1,69,63,0,1,67.89,635112,2920,129.55,1.68,2022457,84,2463840,195136,3746,7.92,378291,635112,1.94,153.54,3.37,66.23,231,0
580,3,1,184,2,4,1,2,4,0,0,4,891182,1,57,0,81,80,2,2,101.63,1796890,2432,366.44,2.02,1904904,84,224617,19968,2292,8.89,891182,1796890,44.63,3967.56,6.78,44.27,413,1
581,4,4,7,2,3,0,0,4,2,4,4,1051272,0,31,3,88,85,1,2,97.46,2075841,3416,307.75,1.97,3804996,95,967516,31928,1021,3.3,1051272,2075841,32.93,1086.57,12.86,56.48,430,1
582,4,4,220,3,7,4,0,2,0,4,1,468702,2,110,2,81,78,2,2,118.11,1022285,1109,422.63,2.18,1057098,79,3724714,445103,14821,11.95,468702,1022285,1.05,125.84,5.63,50.3,199,1
583,4,2,16,3,1,3,0,0,3,3,3,1266843,0,30,3,98,96,1,0,81.22,2295772,1798,704.58,1.81,742998,83,1624760,29408,764,1.81,1266843,2295772,43.08,779.71,3.99,55.56,357,0
584,0,0,193,2,6,3,2,3,2,3,4,750793,1,39,0,94,90,1,0,92.85,1447904,754,995.75,1.93,1479706,77,3772277,440601,11852,11.68,750793,1447904,1.7,199.03,3.73,56.46,173,0
585,3,3,250,3,4,4,2,4,2,2,2,1178033,0,50,0,91,99,1,0,111.03,2486003,212,5556.76,2.11,3911436,81,2184650,112072,7744,5.13,1178033,2486003,10.51,539.23,14.43,56.77,397,1
586,2,4,196,3,6,2,1,4,0,4,2,55038,3,87,3,78,79,2,2,71.37,94318,2590,21.25,1.71,724001,100,3827617,448213,44731,11.71,55038,94318,0.12,14.38,17.17,45.6,392,1
587,2,2,202,1,4,4,1,1,2,2,4,491384,2,78,3,67,69,0,1,63.99,805820,3440,142.84,1.64,3981952,76,701760,58175,3414,8.29,491384,805820,8.45,700.22,4.61,60.17,381,0
588,3,5,280,1,6,5,2,2,0,1,1,1447123,0,61,3,97,99,1,0,125.87,3268616,3150,459.4,2.26,221233,100,3185323,365675,58508,11.48,1447123,3268616,3.96,454.31,10.61,65.45,307,1
589,0,0,162,2,7,5,2,1,1,2,4,201975,2,114,1,73,80,2,2,107.72,419542,3667,55.08,2.08,1008304,77,1048512,53159,4534,5.07,201975,419542,3.8,192.63,10.79,29.42,388,1
590,3,0,139,2,5,5,2,2,0,2,1,1030707,0,67,0,98,99,1,0,112.52,2190458,1761,585.3,2.13,2466473,83,2866470,111219,11833,3.88,1030707,2190458,9.27,359.57,9.9,56.63,106,1
591,0,2,41,3,1,4,2,1,0,2,2,1153500,0,117,0,100,99,1,0,130.73,2661470,1766,653.17,2.31,3440158,79,1015977,75791,2796,7.46,1153500,2661470,15.22,1135.36,6.98,23.41,251,1
592,4,0,230,4,2,0,0,3,1,3,1,145746,2,39,3,64,69,0,1,81.87,265068,4828,30.19,1.82,1221030,76,3764667,333549,53267,8.86,145746,265068,0.44,38.71,7.17,52.26,478,1
593,3,2,137,6,3,4,2,3,1,0,1,1259604,0,102,3,89,96,1,2,132.5,2928579,2703,466.0,2.32,2391107,74,3757044,328741,42308,8.75,1259604,2928579,3.83,335.26,4.36,67.33,33,1
594,4,3,169,6,5,4,0,0,2,3,0,1046691,0,68,0,89,84,1,2,124.81,2353066,298,3512.39,2.25,2811624,87,4910370,313281,48401,6.38,1046691,2353066,3.34,213.16,14.24,39.14,55,1
595,5,1,208,0,3,2,2,1,1,3,1,629668,1,109,2,91,88,1,0,111.46,1331495,4009,157.06,2.11,259895,82,3710524,253057,24015,6.82,629668,1331495,2.49,169.7,11.38,69.41,499,1
596,3,4,87,7,5,5,2,0,2,0,4,221367,2,19,1,88,83,1,2,109.9,464649,2725,81.24,2.1,3557332,78,258485,28252,2084,10.93,221367,464649,7.84,856.4,17.1,68.31,492,1
597,0,4,63,3,4,0,2,3,3,3,0,1164223,0,30,2,92,94,1,0,113.69,2487828,2322,501.39,2.14,3862855,76,1407551,14075,599,1.0,1164223,2487828,82.72,827.13,6.45,41.71,425,1
598,3,4,172,2,5,3,2,0,2,1,0,1197655,0,33,1,93,90,1,0,108.92,2502140,383,3127.04,2.09,3440349,92,1435069,164315,26487,11.45,1197655,2502140,7.29,834.56,15.76,66.92,368,1
599,5,4,273,7,7,5,2,2,2,3,2,701133,1,40,2,86,82,1,2,104.03,1430521,4410,158.99,2.04,3169198,72,305859,36030,5220,11.78,701133,1430521,19.46,2292.34,6.1,36.73,266,1
600,1,1,69,4,6,4,2,4,0,3,3,166347,2,111,1,88,84,1,2,107.83,345718,3659,45.46,2.08,2556246,81,1901707,159363,6884,8.38,166347,345718,1.04,87.47,2.78,25.21,263,1
601,2,5,12,1,0,3,1,2,1,4,3,441578,2,16,2,90,90,1,0,89.54,836966,3054,144.59,1.9,921621,70,986930,67506,11057,6.84,441578,836966,6.54,447.43,8.3,35.03,492,1
602,0,4,110,4,7,4,2,0,0,2,4,495730,2,22,2,63,70,0,1,90.69,945307,2964,167.25,1.91,2932272,99,324104,17598,2254,5.43,495730,945307,28.17,1529.54,5.81,56.67,251,1
603,0,1,112,2,2,0,2,0,3,4,3,821277,1,119,0,79,75,2,2,112.13,1742174,3059,268.48,2.12,1905234,98,3680378,206101,35882,5.6,821277,1742174,3.98,223.15,17.84,48.28,287,1
604,0,4,132,3,3,1,2,4,3,3,0,1377094,0,56,3,93,94,1,0,112.79,2930318,764,1802.48,2.13,2668944,95,2141585,229363,21078,10.71,1377094,2930318,6.0,643.03,14.39,69.3,166,1
605,4,3,179,4,6,3,0,4,2,2,1,377168,2,76,1,68,71,0,1,60.61,605769,1689,223.31,1.61,4654004,99,1607973,51455,6097,3.2,377168,605769,7.33,234.56,14.53,56.11,84,1
606,5,0,275,7,5,5,2,1,0,4,1,301915,2,19,3,82,78,2,2,106.2,622548,3138,96.21,2.06,1355795,77,4655912,483283,13290,10.38,301915,622548,0.62,64.85,5.98,43.12,421,1
607,3,4,190,3,0,4,2,1,0,0,4,1369103,0,38,2,97,92,1,0,95.24,2673036,4814,284.4,1.95,3250184,75,2795500,164095,12356,5.87,1369103,2673036,8.34,489.75,8.03,27.26,489,1
608,0,1,87,4,7,3,2,0,3,3,1,1382812,0,36,3,95,87,1,0,135.0,3249608,4414,313.28,2.35,569755,94,832214,26464,4723,3.18,1382812,3249608,52.25,1661.61,17.73,56.62,304,1
609,2,0,239,3,0,1,1,4,3,4,1,833168,1,60,2,78,77,2,2,106.48,1720325,3493,238.53,2.06,2564561,85,1858525,179347,23243,9.65,833168,1720325,4.65,448.3,7.71,35.9,309,1
610,0,4,129,7,2,3,2,1,0,1,1,1087531,0,77,0,94,93,1,0,88.4,2048908,4125,263.64,1.88,4820764,87,3907044,425867,45525,10.9,1087531,2048908,2.55,278.35,3.84,69.09,442,1
611,5,1,38,4,1,3,2,1,2,2,0,1397318,0,24,3,95,99,1,0,124.13,3131808,3112,449.01,2.24,4604364,87,4537841,198303,6187,4.37,1397318,3131808,7.05,307.93,8.34,20.14,374,1
612,4,0,275,4,4,3,0,3,0,2,0,176738,2,20,2,81,84,2,2,109.61,370460,169,1045.79,2.1,4992072,100,1965813,47376,8295,2.41,176738,370460,3.73,89.91,17.06,52.07,313,1
613,1,2,290,2,0,0,2,1,2,3,0,357941,2,44,1,68,72,0,1,84.97,662083,2347,152.51,1.85,976422,71,2084751,173451,5949,8.32,357941,662083,2.06,171.69,3.84,59.58,425,0
614,3,2,200,1,6,1,2,4,0,2,3,950118,1,120,0,79,76,2,2,87.27,1779285,623,1525.07,1.87,3538632,65,1524918,177500,27672,11.64,950118,1779285,5.35,623.06,17.86,48.99,212,1
615,2,5,18,1,4,3,1,2,1,1,0,1394107,0,51,2,89,94,1,2,72.38,2403161,3368,413.93,1.72,1442546,70,2714568,81165,3855,2.99,1394107,2403161,17.18,513.56,5.25,20.8,102,0
616,0,3,57,6,5,5,2,2,0,1,2,430759,2,94,1,82,82,2,2,118.77,942371,778,553.67,2.19,195124,96,614111,43110,2586,7.02,430759,942371,9.99,701.44,12.5,25.88,224,1
617,5,4,100,3,4,2,2,3,3,3,3,261696,2,104,2,71,71,2,2,90.92,499630,4464,58.62,1.91,4591670,86,1289257,60208,7766,4.67,261696,499630,4.35,202.98,6.33,59.76,132,1
618,0,5,286,3,4,4,2,3,2,2,2,991928,1,111,1,86,93,1,2,69.09,1677251,2148,461.79,1.69,3852085,70,3053693,46416,807,1.52,991928,1677251,21.37,324.83,4.69,66.51,441,0
619,1,1,196,5,5,0,2,3,1,1,4,1058841,0,95,3,100,99,1,0,107.04,2192224,1371,772.31,2.07,4611533,91,2407388,214498,15701,8.91,1058841,2192224,4.94,439.83,10.7,37.5,474,1
620,5,5,61,1,0,0,2,3,0,4,0,1053899,0,113,2,90,97,1,0,106.15,2172612,167,6310.77,2.06,3054298,82,4547993,359746,42486,7.91,1053899,2172612,2.93,231.73,3.52,25.84,385,1
621,1,2,47,0,3,5,2,3,3,4,4,400822,2,75,0,74,82,2,2,109.01,837758,4815,83.24,2.09,1768987,83,3583911,73111,3947,2.04,400822,837758,5.48,111.84,12.3,26.15,187,1
622,4,3,47,6,5,3,0,4,1,3,2,1074265,0,103,1,91,99,1,0,86.79,2006619,3018,355.95,1.87,2849376,98,451343,32677,5345,7.24,1074265,2006619,32.88,2380.15,17.48,28.12,324,1
623,0,1,168,2,4,0,2,2,3,0,2,255751,2,106,2,77,83,2,2,110.75,538995,3988,64.13,2.11,4394376,71,4632709,455858,14405,9.84,255751,538995,0.56,55.21,5.97,28.89,91,1
624,4,3,32,3,2,0,0,0,2,1,0,816772,1,65,2,79,85,2,2,107.97,1698640,654,1248.89,2.08,1787050,80,3020941,115399,12059,3.82,816772,1698640,7.08,270.37,15.0,48.67,448,1
625,3,2,117,7,2,2,2,3,2,4,0,402223,2,33,0,72,79,2,2,105.88,828096,4571,87.99,2.06,616870,77,1064680,112643,17820,10.58,402223,828096,3.57,377.79,7.8,38.79,355,1
626,1,2,16,4,1,2,2,4,3,0,1,497756,2,73,3,72,64,2,2,74.08,866493,904,550.62,1.74,4455733,98,1605379,171454,7869,10.68,497756,866493,2.9,310.06,14.38,29.51,313,0
627,0,5,274,2,4,3,2,4,0,1,3,573319,1,87,3,86,90,1,2,112.18,1216468,4397,130.39,2.12,4891443,90,2592991,57305,4739,2.21,573319,1216468,10.0,221.1,8.54,64.02,206,1
628,3,4,104,1,6,3,2,4,1,3,4,1063273,0,25,0,97,99,1,0,94.51,2068172,1963,541.66,1.95,1272884,71,841005,80063,3146,9.52,1063273,2068172,13.28,1264.29,17.65,25.06,140,1
629,4,4,169,5,0,3,0,3,2,1,3,1020085,0,47,0,94,87,1,0,120.89,2253265,449,2271.9,2.21,3695763,66,1322598,53432,919,4.04,1020085,2253265,19.09,771.27,10.52,36.75,155,1
630,4,0,103,1,0,1,0,0,0,0,1,660623,1,46,0,88,88,1,2,85.93,1228296,4554,145.06,1.86,4914003,72,3167832,133999,5172,4.23,660623,1228296,4.93,208.54,9.02,39.14,112,0
631,2,1,250,7,7,3,1,4,0,0,1,1428814,0,27,3,99,98,1,0,148.04,3544030,3660,390.39,2.48,2920552,66,4841241,262879,27023,5.43,1428814,3544030,5.44,295.13,6.48,30.33,54,1
632,5,1,176,7,5,3,2,3,1,4,3,1071269,0,33,3,96,96,1,0,92.82,2065620,3035,352.97,1.93,4774629,75,1593895,117470,16692,7.37,1071269,2065620,9.12,672.11,10.21,50.42,310,1
633,1,4,258,0,2,0,2,0,3,2,2,595358,1,60,3,92,87,1,0,109.86,1249418,156,3816.4,2.1,3973076,94,2226041,156268,3594,7.02,595358,1249418,3.81,267.45,15.5,69.32,141,1
634,4,4,30,2,0,5,0,0,2,2,2,559588,1,19,1,88,95,1,2,94.54,1088622,4916,113.83,1.95,4791566,93,823091,35392,6211,4.3,559588,1088622,15.81,679.86,3.66,62.67,214,1
635,3,1,204,2,7,4,2,4,1,4,4,1120637,0,107,2,98,93,1,0,124.4,2514709,3110,360.33,2.24,4521685,74,2046425,193591,3949,9.46,1120637,2514709,5.79,547.61,6.24,61.83,373,1
636,3,0,232,3,2,5,2,3,3,4,2,1450563,0,21,2,100,99,1,0,92.51,2792478,4265,340.11,1.93,1939933,85,568695,65570,2052,11.53,1450563,2792478,22.12,2550.69,10.68,40.92,333,0
637,1,2,74,5,3,1,2,1,1,1,4,74576,3,26,3,69,75,0,1,74.54,130164,2597,28.72,1.75,3740136,66,2691197,305450,33049,11.35,74576,130164,0.24,27.71,11.55,36.11,380,1
638,4,0,65,6,0,4,0,3,2,3,0,637451,1,116,1,84,89,2,2,68.06,1071300,2141,297.74,1.68,1295196,80,1931614,172106,25523,8.91,637451,1071300,3.7,330.01,4.31,61.15,440,1
